number of servers switched on: 3
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
126.921  arrival                128.875                127.319  [[126.921, 0.398]]
127.319  departure              128.875                inf      []
128.875  arrival                129.855                129.341  [[128.875, 0.466]]
129.341  departure              129.855                inf      []
129.855  arrival                130.783                130.383  [[129.855, 0.528]]
130.383  departure              130.783                inf      []
130.783  arrival                131.624                131.437  [[130.783, 0.654]]
131.437  departure              131.624                inf      []
131.624  arrival                133.471                132.213  [[131.624, 0.589]]
132.213  departure              133.471                inf      []
133.471  arrival                133.994                134.148  [[133.471, 0.677]]
133.994  arrival                135.76                 134.302  [[133.471, 0.154], [133.994, 0.595]]
134.302  departure              135.76                 134.743  [[133.994, 0.441]]
134.743  departure              135.76                 inf      []
135.76   arrival                136.832                136.087  [[135.76, 0.327]]
136.087  departure              136.832                inf      []
136.832  arrival                137.633                137.476  [[136.832, 0.644]]
137.476  departure              137.633                inf      []
137.633  arrival                138.383                138.336  [[137.633, 0.703]]
138.336  departure              138.383                inf      []
138.383  arrival                139.944                138.991  [[138.383, 0.608]]
138.991  departure              139.944                inf      []
139.944  arrival                140.963                140.488  [[139.944, 0.544]]
140.488  departure              140.963                inf      []
140.963  arrival                inf                    141.398  [[140.963, 0.435]]
141.398  departure              inf                    inf      []
mean response time is: 0.523112

number of servers switched on: 9
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
-------  ---------  -------------------  ---------------------  ------------------------------------
  0      None                     1                    inf      []
  1      arrival                  2.272                  1.651  [[1.0, 0.651]]
  1.651  departure                2.272                inf      []
  2.272  arrival                  3.986                  2.92   [[2.272, 0.648]]
